Customer ID,Customer Name,Segment,Region,total_sales,total_profit,order_count,last_order_date,recency_days,avg_order_value,customer_value_segment,recency_segment
DB-13120,David Bremer,Corporate,South,277.632,29.748,1,2015-05-01,974,277.632,Low Value,Inactive
DB-13120,David Bremer,Corporate,West,198.31,67.63419999999999,3,2017-11-12,48,66.10333333333334,Low Value,Active
DB-13210,Dean Braden,Consumer,Central,435.832,57.4183,3,2017-12-09,21,145.27733333333333,Medium Value,Active
DB-13210,Dean Braden,Consumer,East,1547.891,110.3935,3,2017-12-21,9,515.9636666666667,High Value,Active
DB-13210,Dean Braden,Consumer,South,226.502,-11.608500000000001,3,2016-11-30,395,75.50066666666667,Low Value,Inactive
DB-13210,Dean Braden,Consumer,West,122.352,13.7646,1,2016-06-09,569,122.352,Low Value,Inactive
DB-13270,Deborah Brumfield,Home Office,Central,468.255,-101.8053,2,2017-06-19,194,234.1275,Medium Value,Inactive
DB-13270,Deborah Brumfield,Home Office,East,2845.072,792.8521,3,2016-12-02,393,948.3573333333334,High Value,Inactive
DB-13270,Deborah Brumfield,Home Office,West,1342.57,150.7796,3,2017-11-07,53,447.5233333333333,High Value,Active
DB-13360,Dennis Bolton,Home Office,East,863.842,191.9233,3,2017-04-10,264,287.94733333333335,Medium Value,Inactive
DB-13360,Dennis Bolton,Home Office,West,217.624,99.0852,2,2016-03-13,657,108.812,Low Value,Inactive
DB-13405,Denny Blanton,Consumer,Central,526.45,31.587,1,2017-06-26,187,526.45,Medium Value,Inactive
DB-13405,Denny Blanton,Consumer,East,1098.074,396.4262,2,2017-03-17,288,549.037,Medium Value,Inactive
DB-13405,Denny Blanton,Consumer,South,87.168,10.896,1,2015-09-17,835,87.168,Low Value,Inactive
DB-13555,Dorothy Badders,Corporate,Central,1407.2048,-195.9448,1,2017-05-06,238,1407.2048,High Value,Inactive
DB-13555,Dorothy Badders,Corporate,East,636.576,179.4123,2,2017-09-08,113,318.288,Medium Value,At Risk
DB-13555,Dorothy Badders,Corporate,South,1865.022,125.85950000000001,4,2017-09-14,107,466.2555,High Value,At Risk
DB-13615,Doug Bickford,Consumer,South,440.064,-62.7261,2,2017-11-27,33,220.032,Medium Value,Active
DB-13615,Doug Bickford,Consumer,West,1548.9859999999999,501.52729999999997,5,2017-09-21,100,309.7972,High Value,At Risk
DB-13660,Duane Benoit,Consumer,Central,17.324,-15.145399999999999,2,2017-03-25,280,8.662,Low Value,Inactive
DB-13660,Duane Benoit,Consumer,East,259.062,12.546899999999997,4,2017-12-18,12,64.7655,Low Value,Active
DB-13660,Duane Benoit,Consumer,West,878.816,180.272,1,2017-09-23,98,878.816,Medium Value,At Risk
DC-12850,Dan Campbell,Consumer,Central,563.072,-81.5748,3,2017-11-23,37,187.69066666666666,Medium Value,Active
DC-12850,Dan Campbell,Consumer,East,325.586,-238.0694,2,2016-03-24,646,162.793,Medium Value,Inactive
DC-12850,Dan Campbell,Consumer,South,2447.51,-1121.9871,4,2017-08-13,139,611.8775,High Value,At Risk
DC-13285,Debra Catini,Consumer,Central,144.35999999999999,54.796800000000005,1,2014-12-29,1097,144.35999999999999,Low Value,Inactive
DC-13285,Debra Catini,Consumer,South,722.592,91.74980000000002,3,2017-12-07,23,240.864,Medium Value,Active
DC-13285,Debra Catini,Consumer,West,307.666,-14.4784,1,2017-10-07,84,307.666,Medium Value,Active
DD-13570,Dorothy Dickinson,Consumer,Central,92.42999999999999,-6.729800000000001,2,2016-08-22,495,46.214999999999996,Low Value,Inactive
DD-13570,Dorothy Dickinson,Consumer,East,3.304,1.0738,1,2017-07-25,158,3.304,Low Value,At Risk
DD-13570,Dorothy Dickinson,Consumer,South,64.188,3.7261999999999986,2,2017-11-19,41,32.094,Low Value,Active
DD-13570,Dorothy Dickinson,Consumer,West,109.62,38.3642,1,2017-05-02,242,109.62,Low Value,Inactive
DE-13255,Deanra Eno,Home Office,Central,1423.34,401.126,1,2015-09-24,828,1423.34,High Value,Inactive
DE-13255,Deanra Eno,Home Office,East,98.36399999999999,17.1741,2,2016-01-11,719,49.181999999999995,Low Value,Inactive
DE-13255,Deanra Eno,Home Office,West,1029.17,46.1713,2,2015-04-18,987,514.585,Medium Value,Inactive
DF-13135,David Flashing,Consumer,Central,2067.7960000000003,-397.12760000000003,1,2016-01-30,700,2067.7960000000003,High Value,Inactive
DF-13135,David Flashing,Consumer,East,212.64,99.9408,1,2015-12-26,735,212.64,Low Value,Inactive
DF-13135,David Flashing,Consumer,West,110.098,37.8771,1,2014-10-04,1183,110.098,Low Value,Inactive
DG-13300,Deirdre Greer,Corporate,East,2594.0420000000004,582.5617,3,2017-11-28,32,864.6806666666668,High Value,Active
DG-13300,Deirdre Greer,Corporate,West,601.7760000000001,-19.785600000000002,2,2016-08-22,495,300.88800000000003,Medium Value,Inactive
DH-13075,Dave Hallsten,Corporate,Central,8.712,-19.602,1,2016-06-24,554,8.712,Low Value,Inactive
DH-13075,Dave Hallsten,Corporate,East,1445.674,456.5333,1,2015-03-20,1016,1445.674,High Value,Inactive
DH-13075,Dave Hallsten,Corporate,South,1841.7900000000002,669.4113,2,2015-06-13,931,920.8950000000001,High Value,Inactive
DH-13075,Dave Hallsten,Corporate,West,1636.6960000000001,87.3978,2,2017-03-28,277,818.3480000000001,High Value,Inactive
DH-13675,Duane Huffman,Home Office,East,85.3,14.501,1,2015-09-21,831,85.3,Low Value,Inactive
DH-13675,Duane Huffman,Home Office,South,497.70399999999995,86.986,2,2015-11-15,776,248.85199999999998,Medium Value,Inactive
DH-13675,Duane Huffman,Home Office,West,460.092,15.180000000000001,1,2014-11-28,1128,460.092,Medium Value,Inactive
DJ-13420,Denny Joy,Corporate,Central,1454.9,378.274,1,2016-04-02,637,1454.9,High Value,Inactive
DJ-13420,Denny Joy,Corporate,South,392.94,43.2234,1,2015-10-04,818,392.94,Medium Value,Inactive
DJ-13420,Denny Joy,Corporate,West,164.68,61.5376,2,2015-10-10,812,82.34,Low Value,Inactive
DJ-13510,Don Jones,Corporate,East,239.898,30.8166,3,2017-09-12,109,79.966,Low Value,At Risk
DJ-13510,Don Jones,Corporate,South,500.782,188.73989999999998,2,2017-11-03,57,250.391,Medium Value,Active
DJ-13510,Don Jones,Corporate,West,1761.008,125.6956,3,2017-11-12,48,587.0026666666666,High Value,Active
DJ-13630,Doug Jacobs,Consumer,East,3036.43,695.568,2,2017-12-18,12,1518.215,High Value,Active
DJ-13630,Doug Jacobs,Consumer,West,319.968,35.9964,1,2015-12-14,747,319.968,Medium Value,Inactive
DK-12835,Damala Kotsonis,Corporate,Central,1162.7720000000002,239.5842,3,2017-12-09,21,387.5906666666667,High Value,Active
DK-12835,Damala Kotsonis,Corporate,East,167.506,23.5122,2,2017-04-24,250,83.753,Low Value,Inactive
DK-12835,Damala Kotsonis,Corporate,South,407.03,121.2049,2,2016-12-09,386,203.515,Medium Value,Inactive
DK-12835,Damala Kotsonis,Corporate,West,1519.172,496.8215,5,2017-10-21,70,303.8344,High Value,Active
DK-12895,Dana Kaydos,Consumer,Central,2660.6240000000003,609.5947,2,2015-09-25,827,1330.3120000000001,High Value,Inactive
DK-12895,Dana Kaydos,Consumer,South,564.384,56.8304,2,2017-11-15,45,282.192,Medium Value,Active
DK-12895,Dana Kaydos,Consumer,West,1057.168,271.22450000000003,1,2017-08-12,140,1057.168,Medium Value,At Risk
DK-12985,Darren Koutras,Consumer,Central,646.2,-8.0775,1,2014-11-24,1132,646.2,Medium Value,Inactive
DK-12985,Darren Koutras,Consumer,South,740.1800000000001,77.84370000000001,2,2017-12-23,7,370.09000000000003,Medium Value,Active
DK-12985,Darren Koutras,Consumer,West,300.66,-177.11999999999998,2,2017-05-05,239,150.33,Low Value,Inactive
DK-13090,Dave Kipp,Consumer,Central,152.754,47.334,2,2017-10-01,90,76.377,Low Value,Active
DK-13090,Dave Kipp,Consumer,East,648.691,-1.5866000000000042,2,2017-11-18,42,324.3455,Medium Value,Active
DK-13090,Dave Kipp,Consumer,South,1061.582,325.2648,2,2017-11-03,57,530.791,Medium Value,Active
DK-13090,Dave Kipp,Consumer,West,787.53,165.3813,1,2015-03-02,1034,787.53,Medium Value,Inactive
DK-13150,David Kendrick,Corporate,Central,433.56,78.5007,1,2014-12-05,1121,433.56,Medium Value,Inactive
DK-13150,David Kendrick,Corporate,East,364.272,171.44400000000002,1,2017-12-20,10,364.272,Medium Value,Active
DK-13225,Dean Katz,Corporate,Central,270.356,-3.1479999999999997,1,2015-11-15,776,270.356,Low Value,Inactive
DK-13225,Dean Katz,Corporate,East,1589.956,-242.99149999999997,5,2017-12-20,10,317.9912,High Value,Active
DK-13225,Dean Katz,Corporate,West,2942.082,456.0389,3,2017-06-29,184,980.694,High Value,Inactive
DK-13375,Dennis Kane,Consumer,Central,1138.7920000000001,193.8081,2,2017-12-11,19,569.3960000000001,Medium Value,Active
DK-13375,Dennis Kane,Consumer,East,1192.996,-54.296899999999994,3,2017-11-12,48,397.66533333333336,High Value,Active
DK-13375,Dennis Kane,Consumer,West,986.698,237.56869999999998,3,2017-07-27,156,328.89933333333335,Medium Value,At Risk
DL-12865,Dan Lawera,Consumer,Central,6.0,2.1,1,2017-01-19,345,6.0,Low Value,Inactive
DL-12865,Dan Lawera,Consumer,East,223.29,62.2797,3,2016-02-27,672,74.42999999999999,Low Value,Inactive
DL-12865,Dan Lawera,Consumer,South,214.73400000000004,7.1235,3,2017-09-21,100,71.57800000000002,Low Value,At Risk
DL-12865,Dan Lawera,Consumer,West,1059.088,250.74169999999998,1,2016-09-25,461,1059.088,Medium Value,Inactive
DL-12925,Daniel Lacy,Consumer,Central,1034.05,276.05879999999996,3,2017-11-03,57,344.68333333333334,Medium Value,Active
DL-12925,Daniel Lacy,Consumer,East,733.5600000000001,246.954,1,2014-11-01,1155,733.5600000000001,Medium Value,Inactive
DL-12925,Daniel Lacy,Consumer,South,1299.99,-571.9956,1,2014-09-09,1208,1299.99,High Value,Inactive
DL-12925,Daniel Lacy,Consumer,West,204.6,53.196,1,2015-09-22,830,204.6,Low Value,Inactive
DL-13315,Delfina Latchford,Consumer,Central,63.16,-5.962,2,2014-02-17,1412,31.58,Low Value,Inactive
DL-13315,Delfina Latchford,Consumer,East,1176.244,231.06210000000002,3,2017-12-08,22,392.0813333333333,High Value,Active
DL-13315,Delfina Latchford,Consumer,South,179.97400000000002,45.1107,2,2017-11-25,35,89.98700000000001,Low Value,Active
DL-13315,Delfina Latchford,Consumer,West,38.88,18.6624,1,2017-01-03,361,38.88,Low Value,Inactive
DL-13330,Denise Leinenbach,Consumer,Central,508.11,197.9888,1,2015-11-21,770,508.11,Medium Value,Inactive
DL-13330,Denise Leinenbach,Consumer,East,12.42,5.2164,1,2016-10-28,428,12.42,Low Value,Inactive
DL-13330,Denise Leinenbach,Consumer,South,23.119999999999997,2.1006,1,2014-06-23,1286,23.119999999999997,Low Value,Inactive
DL-13330,Denise Leinenbach,Consumer,West,41.37,17.3754,1,2017-11-03,57,41.37,Low Value,Active
DL-13495,Dionis Lloyd,Corporate,Central,255.58,50.3498,1,2015-12-25,736,255.58,Low Value,Inactive
DL-13495,Dionis Lloyd,Corporate,East,1864.592,-309.474,2,2017-08-15,137,932.296,High Value,At Risk
DL-13495,Dionis Lloyd,Corporate,South,316.0,31.6,1,2016-01-17,713,316.0,Medium Value,Inactive
DL-13495,Dionis Lloyd,Corporate,West,1103.15,174.7362,4,2017-10-15,76,275.7875,Medium Value,Active
DM-12955,Dario Medina,Corporate,Central,321.026,37.7127,2,2016-03-21,649,160.513,Medium Value,Inactive
DM-12955,Dario Medina,Corporate,East,795.408,59.6556,1,2014-09-30,1187,795.408,Medium Value,Inactive
DM-12955,Dario Medina,Corporate,South,81.568,7.1372,1,2017-09-07,114,81.568,Low Value,At Risk
DM-12955,Dario Medina,Corporate,West,124.03199999999998,4.252800000000001,3,2016-09-29,457,41.343999999999994,Low Value,Inactive
DM-13015,Darrin Martin,Consumer,Central,858.916,52.759299999999996,2,2017-10-23,68,429.458,Medium Value,Active
DM-13015,Darrin Martin,Consumer,East,4952.1050000000005,1660.2842,3,2017-11-03,57,1650.7016666666668,High Value,Active
DM-13015,Darrin Martin,Consumer,South,228.586,-45.4718,1,2016-09-05,481,228.586,Low Value,Inactive
DM-13015,Darrin Martin,Consumer,West,305.49600000000004,9.8214,1,2016-05-05,604,305.49600000000004,Medium Value,Inactive
DM-13345,Denise Monton,Corporate,Central,445.4,129.1592,1,2016-11-21,404,445.4,Medium Value,Inactive
DM-13345,Denise Monton,Corporate,East,630.366,-185.40030000000002,4,2016-11-07,418,157.5915,Medium Value,Inactive
DM-13345,Denise Monton,Corporate,South,2755.122,1281.3999000000001,2,2017-04-08,266,1377.561,High Value,Inactive
DM-13345,Denise Monton,Corporate,West,243.584,93.8998,1,2017-12-08,22,243.584,Low Value,Active
DM-13525,Don Miller,Corporate,Central,52.096000000000004,18.165599999999998,1,2016-09-05,481,52.096000000000004,Low Value,Inactive
DM-13525,Don Miller,Corporate,East,1082.15,167.111,1,2015-09-11,841,1082.15,Medium Value,Inactive
DM-13525,Don Miller,Corporate,South,242.546,14.4922,1,2014-07-05,1274,242.546,Low Value,Inactive
DN-13690,Duane Noonan,Consumer,Central,477.3,138.417,1,2017-05-27,217,477.3,Medium Value,Inactive
DN-13690,Duane Noonan,Consumer,East,711.0600000000001,169.35739999999998,2,2014-10-08,1179,355.53000000000003,Medium Value,Inactive
DN-13690,Duane Noonan,Consumer,West,951.4300000000001,232.76610000000002,4,2016-12-22,373,237.85750000000002,Medium Value,Inactive
DO-13435,Denny Ordway,Consumer,East,570.842,27.610599999999998,3,2017-06-26,187,190.28066666666666,Medium Value,Inactive
DO-13435,Denny Ordway,Consumer,South,459.4335,-158.0592,1,2015-11-27,764,459.4335,Medium Value,Inactive
DO-13435,Denny Ordway,Consumer,West,269.756,91.53999999999999,5,2017-08-19,133,53.95119999999999,Low Value,At Risk
DO-13645,Doug O'Connell,Consumer,Central,76.64,26.824,1,2015-11-07,784,76.64,Low Value,Inactive
DO-13645,Doug O'Connell,Consumer,East,517.59,74.6214,2,2017-12-04,26,258.795,Medium Value,Active
DO-13645,Doug O'Connell,Consumer,South,320.462,79.9076,2,2017-09-23,98,160.231,Medium Value,At Risk
DO-13645,Doug O'Connell,Consumer,West,352.62399999999997,112.7146,2,2017-11-27,33,176.31199999999998,Medium Value,Active
DP-13000,Darren Powers,Consumer,Central,533.6379999999999,86.21110000000002,5,2017-08-26,126,106.72759999999998,Medium Value,At Risk
DP-13000,Darren Powers,Consumer,East,125.624,-26.9636,2,2017-05-14,230,62.812,Low Value,Inactive
DP-13000,Darren Powers,Consumer,South,7.764,-5.176,1,2016-05-15,594,7.764,Low Value,Inactive
DP-13000,Darren Powers,Consumer,West,383.61,187.3809,1,2015-11-24,767,383.61,Medium Value,Inactive
DP-13105,Dave Poirier,Corporate,Central,32.56,8.4656,1,2017-12-17,13,32.56,Low Value,Active
DP-13105,Dave Poirier,Corporate,East,1729.112,500.6314,3,2017-04-13,261,576.3706666666667,High Value,Inactive
DP-13105,Dave Poirier,Corporate,West,453.33000000000004,54.0791,4,2017-12-24,6,113.33250000000001,Medium Value,Active
DP-13165,David Philippe,Consumer,Central,8.016,1.002,1,2015-10-10,812,8.016,Low Value,Inactive
DP-13165,David Philippe,Consumer,East,1050.6,-41.93959999999999,1,2014-12-02,1124,1050.6,Medium Value,Inactive
DP-13390,Dennis Pardue,Home Office,Central,470.412,-222.11839999999998,3,2017-01-01,363,156.804,Medium Value,Inactive
DP-13390,Dennis Pardue,Home Office,East,16.656,3.3312,1,2016-05-24,585,16.656,Low Value,Inactive
DP-13390,Dennis Pardue,Home Office,South,51.980000000000004,0.9283999999999999,2,2017-01-06,358,25.990000000000002,Low Value,Inactive
DP-13390,Dennis Pardue,Home Office,West,4941.6759999999995,1789.6906000000001,3,2016-10-21,435,1647.225333333333,High Value,Inactive
DR-12880,Dan Reichenbach,Corporate,Central,796.3240000000001,32.680800000000005,1,2015-11-28,763,796.3240000000001,Medium Value,Inactive
DR-12880,Dan Reichenbach,Corporate,East,2069.326,666.6433,5,2017-12-27,3,413.8652,High Value,Active
DR-12880,Dan Reichenbach,Corporate,South,287.42400000000004,-8.9958,1,2017-06-26,187,287.42400000000004,Low Value,Inactive
DR-12880,Dan Reichenbach,Corporate,West,3374.96,951.533,2,2017-08-27,125,1687.48,High Value,At Risk
DR-12940,Daniel Raglin,Home Office,Central,621.5920000000001,-415.9112,3,2016-11-29,396,207.19733333333338,Medium Value,Inactive
DR-12940,Daniel Raglin,Home Office,East,6937.870000000001,3050.3344,2,2016-10-04,452,3468.9350000000004,High Value,Inactive
DR-12940,Daniel Raglin,Home Office,South,489.03,211.97459999999998,2,2017-11-10,50,244.515,Medium Value,Active
DR-12940,Daniel Raglin,Home Office,West,302.376,22.6782,1,2014-03-28,1373,302.376,Medium Value,Inactive
DS-13030,Darrin Sayre,Home Office,East,400.61,51.6661,1,2017-04-04,270,400.61,Medium Value,Inactive
DS-13030,Darrin Sayre,Home Office,West,1361.603,141.6658,3,2017-09-28,93,453.8676666666667,High Value,At Risk
DS-13180,David Smith,Corporate,Central,1005.4428,115.29679999999998,4,2017-12-07,23,251.3607,Medium Value,Active
DS-13180,David Smith,Corporate,East,900.068,-51.04390000000001,2,2016-11-28,397,450.034,Medium Value,Inactive
DS-13180,David Smith,Corporate,South,92.69999999999999,35.8254,1,2016-03-27,643,92.69999999999999,Low Value,Inactive
DS-13180,David Smith,Corporate,West,883.6020000000001,63.621,2,2016-12-14,381,441.80100000000004,Medium Value,Inactive
DV-13045,Darrin Van Huff,Corporate,East,188.552,-2.6936,1,2017-12-04,26,188.552,Low Value,Active
DV-13045,Darrin Van Huff,Corporate,South,893.331,-441.9734,2,2017-12-11,19,446.6655,Medium Value,Active
DV-13045,Darrin Van Huff,Corporate,West,37.599999999999994,17.483,2,2016-09-23,463,18.799999999999997,Low Value,Inactive
DV-13465,Dianna Vittorini,Consumer,Central,663.75,9.7164,1,2014-06-22,1287,663.75,Medium Value,Inactive
DV-13465,Dianna Vittorini,Consumer,East,1257.82,101.8962,2,2015-11-09,782,628.91,High Value,Inactive
DV-13465,Dianna Vittorini,Consumer,West,1420.0169999999998,241.6001,3,2017-12-01,29,473.33899999999994,High Value,Active
DW-13195,David Wiener,Corporate,Central,448.418,-34.0652,1,2016-11-20,405,448.418,Medium Value,Inactive
DW-13195,David Wiener,Corporate,South,4.368,0.3822,1,2014-07-05,1274,4.368,Low Value,Inactive
DW-13195,David Wiener,Corporate,West,627.965,-53.1908,4,2017-10-22,69,156.99125,Medium Value,Active
DW-13480,Dianna Wilson,Home Office,Central,3760.41,1158.6641,2,2016-08-20,497,1880.205,High Value,Inactive
DW-13480,Dianna Wilson,Home Office,South,598.3100000000001,162.9957,1,2017-05-27,217,598.3100000000001,Medium Value,Inactive
DW-13480,Dianna Wilson,Home Office,West,912.9079999999999,27.095799999999997,2,2016-11-12,413,456.45399999999995,Medium Value,Inactive
DW-13540,Don Weiss,Consumer,Central,84.608,-0.3952,2,2017-03-06,299,42.304,Low Value,Inactive
DW-13540,Don Weiss,Consumer,East,88.04,22.8904,1,2016-04-01,638,88.04,Low Value,Inactive
DW-13540,Don Weiss,Consumer,South,13.152,2.7724,1,2017-08-25,127,13.152,Low Value,At Risk
DW-13540,Don Weiss,Consumer,West,158.28,44.3996,1,2017-09-23,98,158.28,Low Value,At Risk
DW-13585,Dorothy Wardle,Corporate,East,788.152,-333.9138,3,2017-05-02,242,262.71733333333333,Medium Value,Inactive
DW-13585,Dorothy Wardle,Corporate,South,223.772,-25.5892,2,2017-04-14,260,111.886,Low Value,Inactive
DW-13585,Dorothy Wardle,Corporate,West,192.93,92.6064,2,2016-09-26,460,96.465,Low Value,Inactive
Dl-13600,Dorris liebe,Corporate,Central,1.624,-4.466,1,2017-06-08,205,1.624,Low Value,Inactive
Dl-13600,Dorris liebe,Corporate,East,673.818,150.5328,2,2017-09-02,119,336.909,Medium Value,At Risk
Dl-13600,Dorris liebe,Corporate,West,80.16,29.172,2,2014-07-01,1278,40.08,Low Value,Inactive
Dp-13240,Dean percer,Home Office,Central,146.89000000000001,53.8191,1,2017-06-15,198,146.89000000000001,Low Value,Inactive
Dp-13240,Dean percer,Home Office,East,3122.262,1201.3082,5,2017-09-15,106,624.4524,High Value,At Risk
Dp-13240,Dean percer,Home Office,South,3464.882,-1016.6618000000001,2,2017-10-07,84,1732.441,High Value,Active
Dp-13240,Dean percer,Home Office,West,464.72700000000003,94.8993,3,2017-09-07,114,154.90900000000002,Medium Value,At Risk
EA-14035,Erin Ashbrook,Corporate,Central,1443.41,53.9219,4,2016-07-02,546,360.8525,High Value,Inactive
EA-14035,Erin Ashbrook,Corporate,East,989.337,-275.85139999999996,5,2017-07-31,152,197.8674,Medium Value,At Risk
EA-14035,Erin Ashbrook,Corporate,South,205.338,75.3123,2,2015-05-23,952,102.669,Low Value,Inactive
EA-14035,Erin Ashbrook,Corporate,West,208.62,93.8766,2,2017-04-30,244,104.31,Low Value,Inactive
EB-13705,Ed Braxton,Corporate,Central,183.3,43.923899999999996,3,2017-05-08,236,61.1,Low Value,Inactive
EB-13705,Ed Braxton,Corporate,East,1411.4940000000001,-112.18279999999999,3,2017-11-12,48,470.49800000000005,High Value,Active
EB-13705,Ed Braxton,Corporate,West,2050.184,81.88040000000001,3,2016-06-14,564,683.3946666666667,High Value,Inactive
EB-13750,Edward Becker,Corporate,Central,341.96,-427.45,1,2017-11-10,50,341.96,Medium Value,Active
EB-13750,Edward Becker,Corporate,East,2034.0359999999998,233.1756,3,2016-11-11,414,678.012,High Value,Inactive
EB-13750,Edward Becker,Corporate,South,687.726,58.9568,3,2017-04-16,258,229.242,Medium Value,Inactive
EB-13750,Edward Becker,Corporate,West,172.59199999999998,55.0316,3,2017-11-25,35,57.53066666666666,Low Value,Active
EB-13840,Ellis Ballard,Corporate,Central,94.428,-42.4926,1,2014-12-13,1113,94.428,Low Value,Inactive
EB-13840,Ellis Ballard,Corporate,East,212.88,0.0,1,2016-12-04,391,212.88,Low Value,Inactive
EB-13840,Ellis Ballard,Corporate,South,13.62,6.129,1,2014-05-30,1310,13.62,Low Value,Inactive
EB-13840,Ellis Ballard,Corporate,West,4037.2,692.5624,2,2017-10-01,90,2018.6,High Value,Active
EB-13870,Emily Burns,Consumer,Central,127.869,-9.1335,1,2014-05-05,1335,127.869,Low Value,Inactive
EB-13870,Emily Burns,Consumer,East,655.182,80.9004,3,2017-09-21,100,218.394,Medium Value,At Risk
EB-13870,Emily Burns,Consumer,South,464.976,-76.4241,3,2017-01-30,334,154.992,Medium Value,Inactive
EB-13870,Emily Burns,Consumer,West,1519.192,266.18870000000004,3,2015-09-25,827,506.39733333333334,High Value,Inactive
EB-13930,Eric Barreto,Consumer,Central,583.1640000000001,-46.782,2,2017-07-22,161,291.58200000000005,Medium Value,At Risk
EB-13930,Eric Barreto,Consumer,South,239.216,12.525599999999999,2,2016-10-22,434,119.608,Low Value,Inactive
EB-13930,Eric Barreto,Consumer,West,122.22,34.8606,1,2016-05-18,591,122.22,Low Value,Inactive
EB-13975,Erica Bern,Corporate,South,984.6709999999999,112.8868,2,2016-10-10,446,492.33549999999997,Medium Value,Inactive
EB-13975,Erica Bern,Corporate,West,658.5840000000001,49.9913,2,2017-12-30,0,329.29200000000003,Medium Value,Active
EB-14110,Eugene Barchas,Consumer,East,1976.826,138.2534,4,2017-09-08,113,494.2065,High Value,At Risk
EB-14110,Eugene Barchas,Consumer,West,1094.3,46.5122,2,2016-09-11,475,547.15,Medium Value,Inactive
EB-14170,Evan Bailliet,Consumer,Central,352.67199999999997,120.2784,3,2016-11-05,420,117.55733333333332,Medium Value,Inactive
EB-14170,Evan Bailliet,Consumer,South,15.856000000000002,5.2792,2,2017-10-09,82,7.928000000000001,Low Value,Active
EB-14170,Evan Bailliet,Consumer,West,817.798,156.61249999999998,1,2014-09-29,1188,817.798,Medium Value,Inactive
EC-14050,Erin Creighton,Consumer,Central,38.16,19.08,1,2017-11-07,53,38.16,Low Value,Active
EC-14050,Erin Creighton,Consumer,East,31.164,7.534399999999999,2,2017-03-23,282,15.582,Low Value,Inactive
EC-14050,Erin Creighton,Consumer,South,299.07,43.0824,1,2016-12-12,383,299.07,Low Value,Inactive
EC-14050,Erin Creighton,Consumer,West,93.52000000000001,26.7288,1,2017-07-31,152,93.52000000000001,Low Value,At Risk
ED-13885,Emily Ducich,Home Office,Central,268.288,-93.2122,3,2017-08-17,135,89.42933333333333,Low Value,At Risk
ED-13885,Emily Ducich,Home Office,East,2621.322,553.3902,1,2015-11-02,789,2621.322,High Value,Inactive
ED-13885,Emily Ducich,Home Office,West,595.31,210.2655,4,2017-02-19,314,148.8275,Medium Value,Inactive
EG-13900,Emily Grady,Consumer,Central,253.428,61.0904,2,2017-11-17,43,126.714,Low Value,Active
EG-13900,Emily Grady,Consumer,East,1380.872,-12.186400000000006,2,2017-12-08,22,690.436,High Value,Active
EG-13900,Emily Grady,Consumer,South,197.72,55.3616,1,2015-11-02,789,197.72,Low Value,Inactive
EH-13765,Edward Hooks,Corporate,Central,22.991999999999997,5.7996,1,2017-01-22,342,22.991999999999997,Low Value,Inactive
EH-13765,Edward Hooks,Corporate,East,2840.118,797.961,6,2017-08-17,135,473.353,High Value,At Risk
EH-13765,Edward Hooks,Corporate,West,7447.77,589.7547999999999,5,2016-12-23,372,1489.554,High Value,Inactive
EH-13945,Eric Hoffmann,Consumer,Central,296.668,28.1341,1,2016-11-19,406,296.668,Low Value,Inactive
EH-13945,Eric Hoffmann,Consumer,East,158.31900000000002,-35.6058,2,2016-11-26,399,79.15950000000001,Low Value,Inactive
EH-13945,Eric Hoffmann,Consumer,South,25.92,9.072,1,2017-05-27,217,25.92,Low Value,Inactive
EH-13945,Eric Hoffmann,Consumer,West,203.26399999999998,51.9395,4,2017-05-22,222,50.815999999999995,Low Value,Inactive
EH-13990,Erica Hackney,Consumer,Central,151.192,13.2293,1,2016-11-20,405,151.192,Low Value,Inactive
EH-13990,Erica Hackney,Consumer,East,391.13599999999997,83.0546,2,2016-03-31,639,195.56799999999998,Medium Value,Inactive
EH-13990,Erica Hackney,Consumer,South,149.95,65.978,1,2014-01-15,1445,149.95,Low Value,Inactive
EH-13990,Erica Hackney,Consumer,West,133.672,-11.886,2,2014-11-24,1132,66.836,Low Value,Inactive
EH-14005,Erica Hernandez,Home Office,Central,269.68,54.4388,1,2017-09-22,99,269.68,Low Value,At Risk
EH-14005,Erica Hernandez,Home Office,East,167.638,44.7732,1,2017-12-01,29,167.638,Low Value,Active
EH-14005,Erica Hernandez,Home Office,South,587.86,-284.09079999999994,3,2017-12-28,2,195.95333333333335,Medium Value,Active
EH-14005,Erica Hernandez,Home Office,West,194.352,90.738,2,2016-04-28,611,97.176,Low Value,Inactive
EH-14125,Eugene Hildebrand,Home Office,Central,703.68,-53.56,1,2016-09-19,467,703.68,Medium Value,Inactive
EH-14125,Eugene Hildebrand,Home Office,East,1571.918,47.307199999999966,4,2017-06-21,192,392.9795,High Value,Inactive
EH-14125,Eugene Hildebrand,Home Office,South,302.524,120.40780000000001,2,2017-07-31,152,151.262,Medium Value,At Risk
EH-14125,Eugene Hildebrand,Home Office,West,504.53100000000006,-17.884800000000002,3,2017-01-30,334,168.17700000000002,Medium Value,Inactive
EH-14185,Evan Henry,Consumer,Central,6.928,-11.0848,1,2014-11-22,1134,6.928,Low Value,Inactive
EH-14185,Evan Henry,Consumer,East,663.802,181.33610000000002,3,2017-09-16,105,221.26733333333334,Medium Value,At Risk
EH-14185,Evan Henry,Consumer,South,253.154,71.8594,2,2016-12-30,365,126.577,Low Value,Inactive
